timestamp,latitude,longitude,elevation
2015-08-23T17:45:20+00:00,38.064591,-121.788188,0.0
2015-08-23T17:45:22+00:00,38.064704,-121.788132,0.0
2015-08-23T17:45:24+00:00,38.064813,-121.788116,0.0
2015-08-23T17:45:26+00:00,38.0649,-121.788082,0.0
2015-08-23T17:45:28+00:00,38.064973,-121.788042,0.0
2015-08-23T17:45:30+00:00,38.065041,-121.787989,0.0
2015-08-23T17:45:32+00:00,38.06511,-121.787945,0.0
2015-08-23T17:45:34+00:00,38.06519,-121.787898,0.0
2015-08-23T17:45:36+00:00,38.065272,-121.787853,0.0
2015-08-23T17:45:38+00:00,38.065342,-121.787799,0.0
2015-08-23T17:45:40+00:00,38.065398,-121.787755,0.0
2015-08-23T17:45:43+00:00,38.065445,-121.787709,0.0
2015-08-23T17:45:45+00:00,38.065491,-121.787644,0.0
2015-08-23T17:45:48+00:00,38.065533,-121.787613,0.0
2015-08-23T17:45:50+00:00,38.065583,-121.787573,0.0
2015-08-23T17:45:52+00:00,38.065653,-121.78751,0.0
2015-08-23T17:45:54+00:00,38.065733,-121.787438,0.0
2015-08-23T17:45:56+00:00,38.065802,-121.787359,0.0
2015-08-23T17:45:58+00:00,38.065855,-121.787263,0.0
2015-08-23T17:46:05+00:00,38.065795,-121.787152,0.0
2015-08-23T17:46:19+00:00,38.06571,-121.787063,0.0
2015-08-23T17:46:22+00:00,38.065597,-121.787086,0.0
2015-08-23T17:46:25+00:00,38.065458,-121.787162,0.0
2015-08-23T17:46:27+00:00,38.065348,-121.787221,0.0
2015-08-23T17:46:29+00:00,38.065235,-121.787284,0.0
2015-08-23T17:46:31+00:00,38.065118,-121.787351,0.0
2015-08-23T17:46:33+00:00,38.065009,-121.787424,0.0
2015-08-23T17:46:35+00:00,38.064898,-121.787498,0.0
2015-08-23T17:46:37+00:00,38.064797,-121.78759,0.0
2015-08-23T17:46:39+00:00,38.064717,-121.7877,0.0
2015-08-23T17:46:41+00:00,38.064639,-121.787807,0.0
2015-08-23T17:46:43+00:00,38.064557,-121.78788,0.0
2015-08-23T17:46:44+00:00,38.064512,-121.787907,0.0
2015-08-23T17:46:46+00:00,38.064406,-121.787939,0.0
2015-08-23T17:46:48+00:00,38.064287,-121.787956,0.0
2015-08-23T17:46:50+00:00,38.064157,-121.787956,0.0
2015-08-23T17:46:52+00:00,38.064014,-121.787969,0.0
2015-08-23T17:46:54+00:00,38.063863,-121.788004,0.0
2015-08-23T17:46:56+00:00,38.063723,-121.788083,0.0
2015-08-23T17:46:58+00:00,38.0636,-121.788189,0.0
2015-08-23T17:47:00+00:00,38.063486,-121.788322,0.0
2015-08-23T17:47:01+00:00,38.063434,-121.788398,0.0
2015-08-23T17:47:02+00:00,38.063385,-121.788475,0.0
2015-08-23T17:47:03+00:00,38.063336,-121.788552,0.0
2015-08-23T17:47:04+00:00,38.063289,-121.788629,0.0
2015-08-23T17:47:05+00:00,38.063247,-121.788707,0.0
2015-08-23T17:47:07+00:00,38.063178,-121.788864,0.0
